Pixels	
pxl	arb
1445	5,89999389648438
1446	5
1447	14,7999877929688
1448	-0,100006103515625
1449	-2,80001831054688
1450	0,899993896484375
1451	12,1999816894531
1452	3,69998168945313
1453	7,79998779296875
1454	3,39999389648438
1455	7,29998779296875
1456	17,7999877929688
1457	6
1458	1,89999389648438
1459	7,79998779296875
1460	16,8999938964844
1461	-3
1462	-1,4000244140625
1463	6,39999389648438
1464	0,79998779296875
1465	13,6999816894531
1466	4,39999389648438
1467	9,39999389648438
1468	2,5
1469	1,89999389648438
1470	10,0999755859375
1471	13,8999938964844
1472	8,29998779296875
1473	10,0999755859375
1474	9,79998779296875
1475	7,39999389648438
1476	13
1477	10,0999755859375
1478	9,19998168945313
1479	4,79998779296875
1480	4,19998168945313
1481	7,19998168945313
1482	1,0999755859375
1483	16,6999816894531
1484	9,89999389648438
1485	2,39999389648438
1486	7,0999755859375
1487	2,79998779296875
1488	4,79998779296875
1489	4,69998168945313
1490	6,0999755859375
1491	8,29998779296875
1492	8,69998168945313
1493	7,0999755859375
1494	4,69998168945313
1495	10,5
1496	10,3999938964844
1497	5,79998779296875
1498	6
1499	3
1500	20
1501	7,5
1502	15,1999816894531
1503	12,7999877929688
1504	12,1999816894531
1505	9,19998168945313
1506	18,1999816894531
1507	7,79998779296875
1508	20,0999755859375
1509	16,7999877929688
1510	17,3999938964844
1511	16,6999816894531
1512	17,1999816894531
1513	25,0999755859375
1514	26,5999755859375
1515	40,6999816894531
1516	40,8999938964844
1517	69,5
1518	87,7999877929688
1519	222,5
1520	1156,40002441406
1521	5875,7998046875
1522	14746,2998046875
1523	29485,099609375
1524	36834
1525	20999,900390625
1526	10796,2998046875
1527	4641,2998046875
1528	2164
1529	1123,09997558594
1530	557,099975585938
1531	294,099975585938
1532	184
1533	114,799987792969
1534	87,2999877929688
1535	63,3999938964844
1536	46,5
1537	38,2999877929688
1538	32,5
1539	23,1999816894531
1540	31,3999938964844
1541	21,5999755859375
1542	25,3999938964844
1543	9,5
1544	11,5
1545	18,8999938964844
1546	12,7999877929688
1547	18
1548	18
1549	11
1550	6,0999755859375
1551	2,0999755859375
1552	7,19998168945313
1553	14,1999816894531
1554	11,3999938964844
1555	11,5999755859375
1556	6,5999755859375
1557	6,5999755859375
1558	7,5
1559	2,39999389648438
1560	10,5999755859375
1561	-3,4000244140625
1562	5,39999389648438
1563	14,2999877929688
1564	7,0999755859375
1565	9,19998168945313
1566	4,79998779296875
1567	3,5999755859375
1568	11,6999816894531
1569	16,5
1570	6,39999389648438
1571	-7,70001220703125
1572	-3,9000244140625
1573	5,0999755859375
1574	-6,4000244140625
1575	2,39999389648438
1576	6,0999755859375
1577	9
1578	5,39999389648438
1579	9,5
1580	2
1581	6,5
1582	7,79998779296875
1583	3,89999389648438
1584	4,19998168945313
1585	5,39999389648438
1586	5,89999389648438
1587	5,0999755859375
1588	12,5999755859375
1589	1,29998779296875
1590	7,79998779296875
1591	10
1592	5
1593	13,0999755859375
1594	3,39999389648438
1595	2,89999389648438
1596	-5,60000610351563
1597	10,3999938964844
1598	2,19998168945313
1599	13,5
1600	-4
1601	11,0999755859375
1602	7,29998779296875
1603	-4,80001831054688
1604	-1,10000610351563
1605	4,29998779296875
1606	8,29998779296875
1607	8,39999389648438
1608	5,79998779296875
1609	5
1610	7
1611	6,0999755859375
1612	-4,80001831054688
1613	-4,80001831054688
1614	8,0999755859375
1615	2,19998168945313
1616	5,5
1617	-1,9000244140625
1618	6
1619	0,29998779296875
1620	-9
1621	-4,5
1622	10,5999755859375
1623	0,699981689453125
1624	6,5999755859375
1625	-6,30001831054688
1626	6,19998168945313
1627	2,29998779296875
1628	3
1629	6,0999755859375
1630	5,5
1631	-0,20001220703125
1632	14,1999816894531
1633	12,7999877929688
1634	6
1635	6,5999755859375
1636	5,0999755859375
1637	-4,20001220703125
1638	9,19998168945313
1639	5
1640	2,89999389648438
1641	-2,70001220703125
1642	2,69998168945313
1643	-4,4000244140625
1644	3
1645	4,89999389648438
1646	6,29998779296875
1647	11,2999877929688
1648	4,39999389648438
1649	-2,10000610351563
1650	-5,70001220703125
1651	13,6999816894531
1652	6
1653	5
1654	1,5999755859375
1655	-5,20001220703125
1656	2,5999755859375
1657	-9,10000610351563
1658	0,399993896484375
1659	5,89999389648438
1660	7
1661	5,89999389648438
1662	2,39999389648438
1663	6,5
1664	3,5999755859375
1665	0,199981689453125
1666	2,39999389648438
1667	3,69998168945313
1668	11,5999755859375
1669	-0,9000244140625
1670	5,29998779296875
1671	4,5
1672	3
1673	-3,4000244140625
1674	6,19998168945313
1675	-0,9000244140625
1676	6,5
1677	7,0999755859375
1678	-0,800018310546875
1679	2,5
1680	-4,20001220703125
1681	2,89999389648438
1682	-9,20001220703125
1683	2,39999389648438
1684	1,29998779296875
1685	8,79998779296875
1686	-5,80001831054688
1687	1,19998168945313
1688	-1,9000244140625
1689	1,5999755859375
1690	1,5
1691	14,5
1692	11
1693	4,0999755859375
1694	-1
1695	6,69998168945313
1696	0,899993896484375
1697	12
1698	-6,30001831054688
1699	-4,30001831054688
1700	10,1999816894531
1701	0,699981689453125
1702	-3,30001831054688
1703	6,19998168945313
1704	14,6999816894531
1705	-6,80001831054688
1706	4
1707	3,5
1708	-5,20001220703125
1709	-0,20001220703125
1710	9
1711	5,0999755859375
1712	2,39999389648438
1713	18,1999816894531
1714	6,19998168945313
1715	3,89999389648438
1716	-2,30001831054688
1717	1,39999389648438
1718	12,5999755859375
1719	-8,80001831054688
1720	1
1721	1,69998168945313
1722	-0,100006103515625
1723	5,29998779296875
1724	4,0999755859375
1725	6
1726	8,89999389648438
1727	-8,30001831054688
1728	4,69998168945313
1729	7,79998779296875
1730	-9,10000610351563
1731	-4,10000610351563
1732	-5,4000244140625
1733	5,5999755859375
1734	1,39999389648438
1735	-1,80001831054688
1736	-4,10000610351563
1737	5,29998779296875
1738	2,5
1739	-7,80001831054688
1740	1,79998779296875
1741	5
1742	6,0999755859375
1743	9,29998779296875
1744	-2,70001220703125
1745	-3,80001831054688
1746	-4,30001831054688
1747	4,89999389648438
1748	8,0999755859375
1749	3,39999389648438
1750	0,899993896484375
1751	-7,10000610351563
1752	-0,5
1753	2,0999755859375
1754	12,7999877929688
1755	9,29998779296875
1756	-0,4000244140625
1757	-1,4000244140625
1758	2,39999389648438
1759	4,5999755859375
1760	3,5999755859375
1761	10,2999877929688
1762	-4,60000610351563
1763	7,5999755859375
1764	-1,70001220703125
1765	7,5
1766	-2,4000244140625
1767	11,0999755859375
1768	7,79998779296875
1769	-10
1770	3,79998779296875
1771	7,5
1772	6,69998168945313
1773	15,2999877929688
1774	6,69998168945313
1775	-2,9000244140625
1776	1,89999389648438
1777	-1
1778	-0,70001220703125
1779	3,5
1780	-1,80001831054688
1781	2,5999755859375
1782	1,29998779296875
1783	3,19998168945313
1784	0,399993896484375
1785	-6,20001220703125
1786	-1,80001831054688
1787	2,39999389648438
1788	0,5
1789	4,0999755859375
1790	-1,30001831054688
1791	-3,70001220703125
1792	-6,10000610351563
1793	-9,70001220703125
1794	7,69998168945313
1795	-1,70001220703125
1796	5,0999755859375
1797	-5,30001831054688
1798	-0,9000244140625
1799	1,5
1800	-6,5
1801	1,19998168945313
1802	3,29998779296875
1803	6,29998779296875
1804	5,39999389648438
1805	3,29998779296875
1806	-9,4000244140625
1807	-2,30001831054688
1808	9,29998779296875
1809	4,0999755859375
1810	2,19998168945313
1811	2,89999389648438
1812	4,79998779296875
1813	-2,20001220703125
1814	4,89999389648438
1815	5,39999389648438
1816	-1,10000610351563
1817	6,89999389648438
1818	1,29998779296875
1819	8,5
1820	-7,80001831054688
1821	5
1822	0,5
1823	2,39999389648438
1824	5,5
1825	3,69998168945313
1826	6,5
1827	2,89999389648438
1828	6
1829	4,89999389648438
1830	0,5
1831	4
1832	1,79998779296875
1833	0,699981689453125
1834	0,199981689453125
1835	-1,30001831054688
1836	5,0999755859375
1837	4,89999389648438
1838	-0,4000244140625
1839	10,2999877929688
1840	0,699981689453125
1841	5,0999755859375
1842	-7,70001220703125
1843	6,39999389648438
1844	9,89999389648438
1845	10,2999877929688
1846	-2,5
1847	1,0999755859375
1848	1,29998779296875
1849	1,5999755859375
1850	7
1851	3,89999389648438
1852	3,89999389648438
1853	5,79998779296875
1854	-1,10000610351563
1855	-6,5
1856	-1,5
1857	-4,10000610351563
1858	-0,800018310546875
1859	-0,20001220703125
1860	1,89999389648438
1861	1
1862	-2,10000610351563
1863	8,39999389648438
1864	1,79998779296875
1865	2,89999389648438
1866	0,399993896484375
1867	4,89999389648438
1868	1,5999755859375
1869	-4
1870	3,5
1871	7,89999389648438
1872	-12,8000183105469
1873	4,0999755859375
1874	2,5999755859375
1875	-1,10000610351563
1876	-1,80001831054688
1877	4,79998779296875
1878	6,0999755859375
1879	2,89999389648438
1880	-1,70001220703125
1881	3,79998779296875
1882	1,39999389648438
1883	0,199981689453125
1884	1,79998779296875
1885	-3
1886	12,0999755859375
1887	6
1888	9,0999755859375
1889	-1,30001831054688
1890	1,5
1891	-1,60000610351563
1892	-0,70001220703125
1893	5,89999389648438
1894	-3,80001831054688
1895	2,29998779296875
1896	-6,5
1897	3,5999755859375
1898	1,19998168945313
1899	-3,10000610351563
1900	-6
1901	4,79998779296875
1902	4,0999755859375
1903	1,19998168945313
1904	-0,100006103515625
1905	5,19998168945313
1906	-4
1907	6,39999389648438
1908	-3
1909	1
1910	-1,9000244140625
1911	3,69998168945313
1912	8,29998779296875
1913	1,0999755859375
1914	0
1915	4,69998168945313
1916	-3,9000244140625
1917	-3,20001220703125
1918	4,39999389648438
1919	-3,20001220703125
1920	0,199981689453125
1921	0
1922	10,1999816894531
1923	6,5
1924	1,5
1925	-5,4000244140625
1926	2,29998779296875
1927	-7,20001220703125
1928	-1,9000244140625
1929	6,5
1930	9,39999389648438
1931	1,69998168945313
1932	1,0999755859375
1933	-0,9000244140625
1934	0,5
1935	-11,8000183105469
1936	3,39999389648438
1937	-4,30001831054688
1938	-1
1939	8,5
1940	2,89999389648438
1941	1,69998168945313
1942	1,0999755859375
1943	3,79998779296875
1944	6,5999755859375
1945	13,7999877929688
1946	0,79998779296875
1947	12,7999877929688
1948	2,39999389648438
1949	4,69998168945313
1950	3,19998168945313
1951	2,89999389648438
1952	-2,4000244140625
1953	-6,70001220703125
1954	7,29998779296875
1955	6,19998168945313
1956	11,5999755859375
1957	6,89999389648438
1958	-1,80001831054688
1959	5,29998779296875
1960	12,3999938964844
1961	14,6999816894531
1962	4,39999389648438
1963	-0,300018310546875
1964	-14,4000244140625
1965	2,19998168945313
1966	4,79998779296875
1967	10,7999877929688
1968	6,79998779296875
1969	5
1970	4,19998168945313
1971	5,0999755859375
1972	9,79998779296875
1973	4,89999389648438
1974	6,19998168945313
1975	4,19998168945313
1976	5,0999755859375
1977	4,29998779296875
1978	11,3999938964844
1979	7,0999755859375
1980	27,3999938964844
1981	6,69998168945313
1982	12,0999755859375
1983	18,5999755859375
1984	28,3999938964844
1985	25,5999755859375
1986	38,5
1987	57,0999755859375
1988	171,899993896484
1989	1356,19995117188
1990	5963
1991	10509,400390625
1992	17638,900390625
1993	22084,80078125
1994	14922,099609375
1995	7147,2998046875
1996	2931,30004882813
1997	1373,59997558594
1998	744,599975585938
1999	366,799987792969
2000	206,099975585938
2001	124,299987792969
2002	81,2999877929688
2003	61,2999877929688
2004	43,3999938964844
2005	41,8999938964844
2006	28,7999877929688
2007	14,5999755859375
2008	11
2009	19
2010	6,0999755859375
2011	10,0999755859375
2012	7,89999389648438
2013	9,5
2014	1,19998168945313
2015	8,39999389648438
2016	4,39999389648438
2017	13,3999938964844
2018	9,39999389648438
2019	1
2020	-0,300018310546875
2021	5,5999755859375
2022	9,5999755859375
2023	11,8999938964844
2024	7,5
2025	2,5999755859375
2026	10,8999938964844
2027	-3,4000244140625
2028	10,6999816894531
2029	4,5999755859375
2030	8,5
2031	5,39999389648438
2032	-0,5
2033	9,69998168945313
2034	-3,70001220703125
2035	-0,5
2036	5
2037	8,29998779296875
2038	-2,70001220703125
2039	2,89999389648438
2040	6,29998779296875
2041	3,5
2042	2,79998779296875
2043	4,79998779296875
2044	3,29998779296875
2045	-5
2046	4,69998168945313
2047	-1,70001220703125
2048	6,69998168945313
